buggy_code,fixed_code
"new DataSegment(""test"",new Interval(""2012-02-01/2012-02-02""),new DateTime().toString(),Maps.<String,Object>newHashMap(),Lists.<String>newArrayList(),Lists.<String>newArrayList(),new NoneShardSpec(),1)","new DataSegment(""test"",new Interval(""2012-02-01/2012-02-02""),new DateTime().toString(),Maps.<String,Object>newHashMap(),Lists.<String>newArrayList(),Lists.<String>newArrayList(),new NoneShardSpec(),1,0)"
"segmentsInCluster.get(segment.getIdentifier(),server.getTier())","loadingSegments.get(segment.getIdentifier(),server.getTier())"
"segmentsInCluster.get(segment.getIdentifier(),server.getTier())","loadingSegments.get(segment.getIdentifier(),server.getTier())"
serverQueue.add(holder),assignedServers.add(holder)
serverQueue.add(holder),assignedServers.add(holder)
server.getSegment(segment.getIdentifier()) != null && peon.getSegmentsToLoad().contains(segment),server.getSegment(segment.getIdentifier()) != null || peon.getSegmentsToLoad().contains(segment)
Base64.encodeBytes(key),"Base64.encodeBytes(key,Base64.DONT_BREAK_LINES)"
config.getStorageImpl(),config.getStrategyImpl()
config.getStorageImpl(),config.getStrategyImpl()
startServer(),startServer(testAddress)
"client.getVertx().setTimer(1,id -> checkExpired())","client.getVertx().setTimer(1000,id -> checkExpired())"
"client.getVertx().setTimer(1,id -> checkExpired())","client.getVertx().setTimer(1000,id -> checkExpired())"
33,1
initialCapacity < capacity,initialCapacity <= capacity
initialCapacity < capacity,initialCapacity <= capacity
testComplete(),complete()
testComplete(),complete()
0,1
new IllegalStateException(),"new IllegalStateException(""Result is already complete: failed"")"
new IllegalStateException(),"new IllegalStateException(""Result is already complete: failed"")"
new IllegalStateException(),"new IllegalStateException(""Result is already complete: failed"")"
new IllegalStateException(),"new IllegalStateException(""Result is already complete: failed"")"
new IllegalStateException(),"new IllegalStateException(""Result is already complete: failed"")"
1,0
1,0
new IllegalStateException(),"new IllegalStateException(""Result is already complete: succeeded"")"
new IllegalStateException(),"new IllegalStateException(""Result is already complete: succeeded"")"
new IllegalStateException(),"new IllegalStateException(""Result is already complete: succeeded"")"
new IllegalStateException(),"new IllegalStateException(""Result is already complete: succeeded"")"
new IllegalStateException(),"new IllegalStateException(""Result is already complete: succeeded"")"
"waitUntil(() -> externalNodesStarted.get() == NODE_COUNT,30_000)","waitUntil(() -> externalNodesStarted.get() == NODE_COUNT,60_000)"
"waitUntil(() -> pongsReceived.get() == NODE_COUNT * NODE_COUNT * ADDRESSES_COUNT,30_000)","waitUntil(() -> pongsReceived.get() == NODE_COUNT * NODE_COUNT * ADDRESSES_COUNT,60_000)"
"waitUntil(() -> pongsReceived.get() == ADDRESSES_COUNT,30_000)","waitUntil(() -> pongsReceived.get() == ADDRESSES_COUNT,60_000)"
"waitUntil(() -> noHandlersErrors.get() == (NODE_COUNT - 1) * ADDRESSES_COUNT,30_000)","waitUntil(() -> noHandlersErrors.get() == (NODE_COUNT - 1) * ADDRESSES_COUNT,60_000)"
"waitUntil(() -> clusterManager.getNodes().size() == 2,30_000)","waitUntil(() -> clusterManager.getNodes().size() == 2,60_000)"
DEFAULT_MAX_QUERIES=3,DEFAULT_MAX_QUERIES=4
frameHandler.getClass() == FrameAggregator.class,frameHandler.getClass() != FrameAggregator.class
new Argument().setIndex(0),new Argument().setIndex(1)
"v.executeBlocking(fut -> {   try {     v.simulateKill();     fut.complete();   }  catch (  Exception e) {     fut.fail(e);   } } ,ar -> {   if (!ar.succeeded()) {     fail(ar.cause());   } } )","v.executeBlocking(fut -> {   try {     v.simulateKill();     fut.complete();   }  catch (  Exception e) {     fut.fail(e);   } } ,false,ar -> {   if (!ar.succeeded()) {     fail(ar.cause());   } } )"
"v.executeBlocking(fut -> {   try {     v.simulateKill();     fut.complete();   }  catch (  Exception e) {     fut.fail(e);   } } ,ar -> {   if (!ar.succeeded()) {     fail(ar.cause());   } } )","v.executeBlocking(fut -> {   try {     v.simulateKill();     fut.complete();   }  catch (  Exception e) {     fut.fail(e);   } } ,false,ar -> {   if (!ar.succeeded()) {     fail(ar.cause());   } } )"
"testTLS(Cert.CLIENT_PEM_ROOT_CA,Trust.SERVER_JKS,Cert.SERVER_JKS,Trust.CLIENT_PEM_ROOT_CA).requiresClientAuth().clientUsesCrl()","testTLS(Cert.CLIENT_PEM_ROOT_CA,Trust.SERVER_JKS,Cert.SERVER_JKS,Trust.CLIENT_PEM_ROOT_CA).requiresClientAuth().serverUsesCrl()"
"testTLS(Cert.CLIENT_PEM_ROOT_CA,Trust.SERVER_JKS,Cert.SERVER_JKS,Trust.CLIENT_PEM_ROOT_CA).requiresClientAuth().clientUsesCrl()","testTLS(Cert.CLIENT_PEM_ROOT_CA,Trust.SERVER_JKS,Cert.SERVER_JKS,Trust.CLIENT_PEM_ROOT_CA).requiresClientAuth().serverUsesCrl()"
"testTLS(Cert.CLIENT_PEM_ROOT_CA,Trust.SERVER_JKS,Cert.SERVER_JKS,Trust.CLIENT_PEM_ROOT_CA).requiresClientAuth().clientUsesCrl()","testTLS(Cert.CLIENT_PEM_ROOT_CA,Trust.SERVER_JKS,Cert.SERVER_JKS,Trust.CLIENT_PEM_ROOT_CA).requiresClientAuth().serverUsesCrl()"
"testTLS(Cert.CLIENT_PEM_ROOT_CA,Trust.SERVER_JKS,Cert.SERVER_JKS,Trust.CLIENT_PEM_ROOT_CA).requiresClientAuth().clientUsesCrl()","testTLS(Cert.CLIENT_PEM_ROOT_CA,Trust.SERVER_JKS,Cert.SERVER_JKS,Trust.CLIENT_PEM_ROOT_CA).requiresClientAuth().serverUsesCrl()"
"name.substring(0,name.length() - 1)",name.toString()
"synchronized (conn) {   this.conn=conn;   this.stream=stream;   stream.beginRequest(this);   if (pendingMaxSize != -1) {     this.stream.doSetWriteQueueMaxSize(pendingMaxSize);   }   if (pendingChunks != null) {     ByteBuf pending=pendingChunks;     pendingChunks=null;     if (completed) {       writeHeadWithContent(pending,true);       conn.reportBytesWritten(written);       if (respHandler != null) {         this.stream.endRequest();       }     }  else {       writeHeadWithContent(pending,false);       if (headersCompletionHandler != null) {         headersCompletionHandler.handle(stream.version());       }     }   }  else {     if (completed) {       writeHeadWithContent(Unpooled.EMPTY_BUFFER,true);       conn.reportBytesWritten(written);       if (respHandler != null) {         this.stream.endRequest();       }     }  else {       if (writeHead) {         writeHead();         if (headersCompletionHandler != null) {           headersCompletionHandler.handle(stream.version());         }       }     }   } } ","synchronized (this) {   this.conn=conn;   this.stream=stream;   stream.beginRequest(this);   if (pendingMaxSize != -1) {     this.stream.doSetWriteQueueMaxSize(pendingMaxSize);   }   if (pendingChunks != null) {     ByteBuf pending=pendingChunks;     pendingChunks=null;     if (completed) {       writeHeadWithContent(pending,true);       conn.reportBytesWritten(written);       if (respHandler != null) {         this.stream.endRequest();       }     }  else {       writeHeadWithContent(pending,false);       if (headersCompletionHandler != null) {         headersCompletionHandler.handle(stream.version());       }     }   }  else {     if (completed) {       writeHeadWithContent(Unpooled.EMPTY_BUFFER,true);       conn.reportBytesWritten(written);       if (respHandler != null) {         this.stream.endRequest();       }     }  else {       if (writeHead) {         writeHead();         if (headersCompletionHandler != null) {           headersCompletionHandler.handle(stream.version());         }       }     }   } } "
"Assert.assertTrue(""Was not expecting this output "" + acc,System.currentTimeMillis() - now < 5000)",Assert.assertTrue(System.currentTimeMillis() - now < 5000)
Assert.assertTrue(System.currentTimeMillis() - now < 5000),"Assert.assertTrue(""Was not expecting this output "" + acc,System.currentTimeMillis() - now < 5000)"
1,33
1,33
TestUtils.randomByte() + 127,TestUtils.randomByte() + 128
TestUtils.randomByte() + 127,TestUtils.randomByte() + 128
TestUtils.randomByte() + 127,TestUtils.randomByte() + 128
TestUtils.randomByte() + 127,TestUtils.randomByte() + 128
"log.trace(""Failed to deploy!!"")","log.trace(""Failed to deploy!!"",res2.cause())"
"log.trace(""Failed to deploy!!"")","log.trace(""Failed to deploy!!"",res2.cause())"
ar.cause(),asyncResult.cause()
ar.cause(),asyncResult.cause()
ar.cause(),ar2.cause()
ar.cause(),ar2.cause()
TestUtils.randomByte() + 127,TestUtils.randomByte() + 128
AsyncResult<Boolean>,AsyncResult<Void>
"startTest(getMethodName(),false)",startTest(getMethodName())
AsyncResult<InetAddress>,AsyncResult<Inet4Address>
"/**   * This exception is for stopping retries for S3 calls that shouldn't be retried. For example, ""Caused by: com.amazonaws.services.s3.model.AmazonS3Exception: Forbidden (Service: Amazon S3; Status Code: 403 ...""  */ @VisibleForTesting static class UnrecoverableS3OperationException extends RuntimeException {   public UnrecoverableS3OperationException(  Path path,  Throwable cause){     super(format(""%s (Path: %s)"",cause,path),cause);   } } ","/**   * This exception is for stopping retries for S3 calls that shouldn't be retried. For example, ""Caused by: com.amazonaws.services.s3.model.AmazonS3Exception: Forbidden (Service: Amazon S3; Status Code: 403 ...""  */ @VisibleForTesting static class UnrecoverableS3OperationException extends IOException {   public UnrecoverableS3OperationException(  Path path,  Throwable cause){     super(format(""%s (Path: %s)"",cause,path),cause);   } } "
RuntimeException.class,IOException.class
RuntimeException.class,IOException.class
RuntimeException.class,IOException.class
1,1
planNode.getPlanNodeScheduledTime(),planNode.getPlanNodeCpuTime()
planNode.getPlanNodeScheduledTime(),planNode.getPlanNodeCpuTime()
planNode.getPlanNodeCpuTime(),planNode.getPlanNodeScheduledTime()
planNode.getPlanNodeCpuTime(),planNode.getPlanNodeScheduledTime()
"new CreateTable(temporaryTableName,ImmutableList.of(new LikeClause(originalTableName,Optional.of(INCLUDING))),false,tablePropertiesOverride,Optional.empty())","new CreateTable(temporaryTableName,ImmutableList.of(new LikeClause(originalTableName,Optional.of(INCLUDING))),false,tablePropertyOverrides,Optional.empty())"
"new CreateTableAsSelect(temporaryTableName,(Query)statement,false,tablePropertiesOverride,true,Optional.of(generateStorageColumnAliases((Query)statement,controlConfiguration,context)),Optional.empty())","new CreateTableAsSelect(temporaryTableName,(Query)statement,false,tablePropertyOverrides,true,Optional.of(generateStorageColumnAliases((Query)statement,controlConfiguration,context)),Optional.empty())"
expected.getType().equals(actual.getType().toString()),expected.getType().equalsIgnoreCase(actual.getType().toString())
expected.getType().equals(actual.getType().toString()),expected.getType().equalsIgnoreCase(actual.getType().toString())
writtenOutputPhysicalDataSize+=stageStats.getPhysicalWrittenDataSize().toBytes(),writtenIntermediatePhysicalDataSize+=stageStats.getPhysicalWrittenDataSize().toBytes()
type != REPARTITION,type == REPARTITION
"recordDefaults(HiveS3Config.class).setS3AwsAccessKey(null).setS3AwsSecretKey(null).setS3Endpoint(null).setS3SignerType(null).setS3PathStyleAccess(false).setS3UseInstanceCredentials(true).setS3SslEnabled(true).setS3SseEnabled(false).setS3SseType(PrestoS3SseType.S3).setS3SseKmsKeyId(null).setS3KmsKeyId(null).setS3EncryptionMaterialsProvider(null).setS3MaxClientRetries(5).setS3MaxErrorRetries(10).setS3MaxBackoffTime(new Duration(10,TimeUnit.MINUTES)).setS3MaxRetryTime(new Duration(10,TimeUnit.MINUTES)).setS3ConnectTimeout(new Duration(5,TimeUnit.SECONDS)).setS3SocketTimeout(new Duration(5,TimeUnit.SECONDS)).setS3MultipartMinFileSize(new DataSize(16,Unit.MEGABYTE)).setS3MultipartMinPartSize(new DataSize(5,Unit.MEGABYTE)).setS3MaxConnections(500).setS3StagingDirectory(new File(StandardSystemProperty.JAVA_IO_TMPDIR.value())).setPinS3ClientToCurrentRegion(false).setS3UserAgentPrefix("""").setS3AclType(PrestoS3AclType.PRIVATE).setSkipGlacierObjects(true)","recordDefaults(HiveS3Config.class).setS3AwsAccessKey(null).setS3AwsSecretKey(null).setS3Endpoint(null).setS3SignerType(null).setS3PathStyleAccess(false).setS3UseInstanceCredentials(true).setS3SslEnabled(true).setS3SseEnabled(false).setS3SseType(PrestoS3SseType.S3).setS3SseKmsKeyId(null).setS3KmsKeyId(null).setS3EncryptionMaterialsProvider(null).setS3MaxClientRetries(5).setS3MaxErrorRetries(10).setS3MaxBackoffTime(new Duration(10,TimeUnit.MINUTES)).setS3MaxRetryTime(new Duration(10,TimeUnit.MINUTES)).setS3ConnectTimeout(new Duration(5,TimeUnit.SECONDS)).setS3SocketTimeout(new Duration(5,TimeUnit.SECONDS)).setS3MultipartMinFileSize(new DataSize(16,Unit.MEGABYTE)).setS3MultipartMinPartSize(new DataSize(5,Unit.MEGABYTE)).setS3MaxConnections(500).setS3StagingDirectory(new File(StandardSystemProperty.JAVA_IO_TMPDIR.value())).setPinS3ClientToCurrentRegion(false).setS3UserAgentPrefix("""").setS3AclType(PrestoS3AclType.PRIVATE).setSkipGlacierObjects(false)"
"new HiveS3Config().setS3AwsAccessKey(""abc123"").setS3AwsSecretKey(""secret"").setS3Endpoint(""endpoint.example.com"").setS3SignerType(PrestoS3SignerType.S3SignerType).setS3PathStyleAccess(true).setS3UseInstanceCredentials(false).setS3SslEnabled(false).setS3SseEnabled(true).setS3SseType(PrestoS3SseType.KMS).setS3SseKmsKeyId(""KMS_KEY_ID"").setS3EncryptionMaterialsProvider(""EMP_CLASS"").setS3KmsKeyId(""KEY_ID"").setS3MaxClientRetries(9).setS3MaxErrorRetries(8).setS3MaxBackoffTime(new Duration(4,TimeUnit.MINUTES)).setS3MaxRetryTime(new Duration(20,TimeUnit.MINUTES)).setS3ConnectTimeout(new Duration(8,TimeUnit.SECONDS)).setS3SocketTimeout(new Duration(4,TimeUnit.MINUTES)).setS3MultipartMinFileSize(new DataSize(32,Unit.MEGABYTE)).setS3MultipartMinPartSize(new DataSize(15,Unit.MEGABYTE)).setS3MaxConnections(77).setS3StagingDirectory(new File(""/s3-staging"")).setPinS3ClientToCurrentRegion(true).setS3UserAgentPrefix(""user-agent-prefix"").setS3AclType(PrestoS3AclType.PUBLIC_READ).setSkipGlacierObjects(false)","new HiveS3Config().setS3AwsAccessKey(""abc123"").setS3AwsSecretKey(""secret"").setS3Endpoint(""endpoint.example.com"").setS3SignerType(PrestoS3SignerType.S3SignerType).setS3PathStyleAccess(true).setS3UseInstanceCredentials(false).setS3SslEnabled(false).setS3SseEnabled(true).setS3SseType(PrestoS3SseType.KMS).setS3SseKmsKeyId(""KMS_KEY_ID"").setS3EncryptionMaterialsProvider(""EMP_CLASS"").setS3KmsKeyId(""KEY_ID"").setS3MaxClientRetries(9).setS3MaxErrorRetries(8).setS3MaxBackoffTime(new Duration(4,TimeUnit.MINUTES)).setS3MaxRetryTime(new Duration(20,TimeUnit.MINUTES)).setS3ConnectTimeout(new Duration(8,TimeUnit.SECONDS)).setS3SocketTimeout(new Duration(4,TimeUnit.MINUTES)).setS3MultipartMinFileSize(new DataSize(32,Unit.MEGABYTE)).setS3MultipartMinPartSize(new DataSize(15,Unit.MEGABYTE)).setS3MaxConnections(77).setS3StagingDirectory(new File(""/s3-staging"")).setPinS3ClientToCurrentRegion(true).setS3UserAgentPrefix(""user-agent-prefix"").setS3AclType(PrestoS3AclType.PUBLIC_READ).setSkipGlacierObjects(true)"
"booleanProperty(DYNAMIC_SCHEDULE_FOR_GROUPED_EXECUTION,""Experimental: Use dynamic schedule for grouped execution when possible"",false,featuresConfig.isDynamicScheduleForGroupedExecutionEnabled())","booleanProperty(DYNAMIC_SCHEDULE_FOR_GROUPED_EXECUTION,""Experimental: Use dynamic schedule for grouped execution when possible"",featuresConfig.isDynamicScheduleForGroupedExecutionEnabled(),false)"
declaredIntentionToWrite.getMode() != DIRECT_TO_TARGET_NEW_DIRECTORY,declaredIntentionToWrite.getMode() == DIRECT_TO_TARGET_NEW_DIRECTORY
ImmutableList.of(),ImmutableList.of(sourceNode)
checkArgument(partitionColumns.size() == values.size()),"checkArgument(partitionColumns.size() == values.size(),""Partition value count does not match the partition column count"")"
"computeSemiJoin(inputStatistics,inputStatistics,unknown,u)","computeAntiJoin(inputStatistics,inputStatistics,unknown,u)"
"computeSemiJoin(inputStatistics,inputStatistics,unknown,u)","computeAntiJoin(inputStatistics,inputStatistics,unknown,u)"
"computeSemiJoin(inputStatistics,inputStatistics,x,unknown)","computeAntiJoin(inputStatistics,inputStatistics,x,unknown)"
